Competition,Type of race,Sex,HOST NATION,Country,DAY,MONTH,YEAR,TIME,Latitude,Longitude,NOAA Station ID,Station Location,Distance from location (km),Air Temperature (C),Dew Point (C),Wind Speed (m/s),Adjusted wind speed,Relative Humidity (%),Clouds (OKTA),Diff from requested Time (minutes),Time zone,Solar Radiation accounting for clouds (tilt surface)(W/m},Heat Index (National Oceanic and Atmospheric Administration; Last modified 2014) - [°C],Simplified Wet Bulb Globe Temperature (American College of Sports Medicine; 1984) - [°C],Wet Bulb Globe Temperature (outdoor) (Yaglou; 1956) - [°C],World Record,Standing record,Finished time (1st),Finished time (2nd),Finished time (3rd),Finished time (4th),Finished time (5th),Finished time (6th),Finished time (7th),Finished time (8th),Finished time (9th),Finished time (10th),time_avgTop3
Gold Marathon,Marathon,Men,Berlin,Germany,29,9,2013,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,10.0,7.0,5.1,2.1,81.6,7,10,2,30,9.2,13.5,8.7,02:03:23,02:03:38,02:03:23,02:04:05,02:06:26,,,,,,,,02:04:38
Gold Marathon,Marathon,Women,Berlin,Germany,29,9,2013,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,10.0,7.0,5.1,2.1,81.6,7,10,2,30,9.2,13.5,8.7,02:15:25,02:19:12,02:21:12,02:22:28,02:24:54,,,,,,,,02:22:51
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,15,4,2013,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,-1.0,1.9,0.8,53.0,2,0,-4,304,6.2,10.7,7.3,02:03:38,02:03:02,02:10:22,02:10:27,02:10:28,,,,,,,,02:10:26
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,15,4,2013,9:00:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,8.0,-1.0,1.9,0.8,53.0,2,0,-4,304,6.2,10.7,7.3,02:15:25,02:20:43,02:26:25,02:26:58,02:27:01,,,,,,,,02:26:48
Gold Marathon,Marathon,Men,Chicago,US,13,10,2013,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,9.0,4.0,1.7,0.7,70.9,5,,-5,89,7.8,12.2,7.4,02:03:23,02:04:38,02:03:45,02:03:52,02:05:16,,,,,,,,02:04:18
Gold Marathon,Marathon,Women,Chicago,US,13,10,2013,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,9.0,4.0,1.7,0.7,70.9,5,,-5,89,7.8,12.2,7.4,02:15:25,02:17:18,02:19:57,02:20:48,02:22:46,,,,,,,,02:21:10
Gold Marathon,Marathon,Men,Fukuoka,Japan,1,12,2013,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,10.2,6.7,2.1,0.9,78.9,7,30,9,0,9.3,13.6,8.3,02:03:23,02:05:18,02:07:16,02:09:00,02:09:05,,,,,,,,02:08:27
Gold Marathon,Marathon,Men,Lake Biwa,Japan,3,3,2013,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,4.0,-2.6,6.2,2.6,62.1,4,15,9,0,4,8.2,1.7,02:03:38,02:06:13,02:08:34,02:08:37,02:08:48,,,,,,,,02:08:40
Gold Marathon,Marathon,Men,LONDON,UK,21,4,2013,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,8.0,1.0,1.9,0.8,61.3,3,0,1,0,6.5,11.1,5.1,02:03:38,02:04:40,02:06:04,02:06:33,02:06:57,,,,,,,,02:06:31
Gold Marathon,Marathon,Women,LONDON,UK,21,4,2013,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,8.0,1.0,1.9,0.8,61.3,3,0,1,0,6.5,11.1,5.1,02:15:25,02:15:25,02:20:15,02:21:32,02:24:43,,,,,,,,02:22:10
World Championships,Marathon,Men,Moscow,RUSSIA,17,8,2013,15:30:00,55.7504461,37.6174943,27612099999,RS; MOSKVA VDNH DOLGOPRUDNYJ,9.2,22.2,6.6,2.0,0.8,36.5,1,30,3,553,21.4,20.4,19.9,02:03:38,02:06:54,02:09:51,02:10:12,02:10:23,02:10:47,02:10:50,02:11:40,02:11:40,02:11:43,02:11:47,02:12:12,02:10:09
World Championships,Marathon,Women,Moscow,RUSSIA,10,8,2013,14:00:00,55.7504461,37.6174943,27612099999,RS; MOSKVA VDNH DOLGOPRUDNYJ,9.2,27.0,16.2,1.0,0.4,51.7,2,60,3,704,27.5,26.5,28.1,02:17:42,02:20:57,02:25:44,02:25:58,02:27:45,02:31:28,02:32:38,02:34:16,02:34:23,02:35:49,02:36:12,02:36:24,02:26:29
Gold Marathon,Marathon,Men,New York,US,3,11,2013,9:40:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,8.0,0.0,6.1,2.5,57.0,3,,-4,548,6.3,10.9,8,02:03:23,02:05:05,02:08:24,02:09:15,02:09:45,,,,,,,,02:09:08
Gold Marathon,Marathon,Women,New York,US,3,11,2013,9:40:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,8.0,0.0,6.1,2.5,57.0,3,,-4,548,6.3,10.9,8,02:15:25,02:22:31,02:25:07,02:25:56,02:27:47,,,,,,,,02:26:17
Gold Marathon,Marathon,Men,PARIS,FRANCE,7,4,2013,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,6.5,-2.2,2.6,1.1,53.7,2,0,2,222,4.6,9.7,5.1,02:03:38,02:05:11,02:05:38,02:06:33,02:06:33,,,,,,,,02:06:15
Gold Marathon,Marathon,Women,PARIS,FRANCE,7,4,2013,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,6.5,-2.2,2.6,1.1,53.7,2,0,2,222,4.6,9.7,5.1,02:15:25,02:21:40,02:21:05,02:23:14,02:23:34,,,,,,,,02:22:38
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,14,4,2013,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,16.1,11.0,6.0,2.5,71.8,5,0,2,18,15.6,18.2,13.8,02:03:38,02:04:26,02:05:38,02:06:44,02:07:21,,,,,,,,02:06:34
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,14,4,2013,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,16.1,11.0,6.0,2.5,71.8,5,0,2,18,15.6,18.2,13.8,02:15:25,02:18:58,02:23:27,02:23:59,02:26:42,,,,,,,,02:24:43
Gold Marathon,Marathon,Men,Seoul,South Korea,17,3,2013,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,11.2,-6.2,3.6,1.5,29.0,0,60,9,0,9.1,11.8,5.8,02:03:38,02:05:37,02:06:59,02:07:11,02:07:26,,,,,,,,02:07:12
Gold Marathon,Marathon,Women,Seoul,South Korea,17,3,2013,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,11.2,-6.2,3.6,1.5,29.0,0,60,9,0,9.1,11.8,5.8,02:15:25,02:19:51,02:25:43,02:25:53,02:26:18,,,,,,,,02:25:58
Gold Marathon,Marathon,Men,Shanghai ,China,1,12,2013,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,13.0,-1.0,5.0,2.1,38.0,1,0,8,0,11.3,13.5,8.1,02:03:23,02:09:01,02:09:30,02:09:48,02:09:50,,,,,,,,02:09:43
Gold Marathon,Marathon,Women,Shanghai ,China,1,12,2013,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,13.0,-1.0,5.0,2.1,38.0,1,0,8,0,11.3,13.5,8.1,02:15:25,02:23:07,02:23:28,02:26:30,02:26:34,,,,,,,,02:25:31
Gold Marathon,Marathon,Men,Sydney,Australia,22,9,2013,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,19.8,11.0,0.0,0.0,56.9,3,60,10,692,19.3,20.3,26.6,02:03:38,02:11:52,02:13:48,02:14:28,02:15:58,,,,,,,,02:14:45
Gold Marathon,Marathon,Women,Sydney,Australia,22,9,2013,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,19.8,11.0,0.0,0.0,56.9,3,60,10,692,19.3,20.3,26.6,02:15:25,02:38:11,02:32:42,02:33:15,02:38:16,,,,,,,,02:34:44
Gold Marathon,Marathon,Men,TOKYO,JAPAN,24,2,2013,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,3.2,-13.1,6.2,2.6,29.0,0,0,9,66,3.2,6.6,-0.4,02:03:38,02:06:33,02:06:50,02:06:58,02:07:53,,,,,,,,02:07:14
Gold Marathon,Marathon,Women,TOKYO,JAPAN,24,2,2013,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,3.2,-13.1,6.2,2.6,29.0,0,0,9,66,3.2,6.6,-0.4,02:15:25,02:25:28,02:25:34,02:26:01,02:26:41,,,,,,,,02:26:05
Gold Marathon,Marathon,Men,Valencia,Spain,17,11,2013,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,10.0,3.0,3.1,1.3,61.8,4,0,2,0,8.7,12.6,7.1,02:03:23,02:07:59,02:07:14,02:08:17,02:09:55,,,,,,,,02:08:29
Gold Marathon,Marathon,Women,Valencia,Spain,17,11,2013,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,10.0,3.0,3.1,1.3,61.8,4,0,2,0,8.7,12.6,7.1,02:15:25,02:28:08,02:27:01,02:28:54,02:30:48,,,,,,,,02:28:54
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,14,4,2013,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,15.5,5.7,1.0,0.4,52.1,2,0,2,0,14.5,16.3,11.2,02:03:38,02:06:58,02:08:19,02:08:34,02:08:42,,,,,,,,02:08:32
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,14,4,2013,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,15.5,5.7,1.0,0.4,52.1,2,0,2,0,14.5,16.3,11.2,02:15:25,02:23:47,02:24:34,02:31:18,02:32:24,,,,,,,,02:29:25
Gold Marathon,Marathon,Men,Xiamen,China,5,1,2013,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,16.0,10.0,6.0,2.5,67.6,5,30,8,247,15.4,17.8,14.5,02:03:38,02:07:37,02:07:32,02:07:44,02:08:39,,,,,,,,02:07:58
Gold Marathon,Marathon,Women,Xiamen,China,5,1,2013,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,16.0,10.0,6.0,2.5,67.6,5,30,8,247,15.4,17.8,14.5,02:15:25,02:22:38,02:27:35,02:30:00,02:34:31,,,,,,,,02:30:42
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,19,10,2014,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,19.0,16.0,8.2,3.4,82.8,7,5,2,0,19.1,21.9,17.4,02:02:57,02:05:35,02:06:22,02:07:17,02:07:28,,,,,,,,02:07:02
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,19,10,2014,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,19.0,16.0,8.2,3.4,82.8,7,5,2,0,19.1,21.9,17.4,02:15:25,02:21:08,02:28:33,02:29:12,02:29:32,,,,,,,,02:29:06
Gold Marathon,Marathon,Men,Berlin,Germany,28,9,2014,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,16.0,8.0,0.5,0.2,59.1,3,10,2,61,15.2,17.2,12.9,02:02:57,02:03:23,02:02:57,02:03:13,02:05:56,,,,,,,,02:04:02
Gold Marathon,Marathon,Women,Berlin,Germany,28,9,2014,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,16.0,8.0,0.5,0.2,59.1,3,10,2,61,15.2,17.2,12.9,02:15:25,02:19:12,02:20:18,02:20:27,02:21:14,,,,,,,,02:20:40
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,21,4,2014,9:32:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,11.0,-3.0,3.1,1.3,37.4,0,,-4,216,9.1,12.1,7.8,02:03:23,02:03:02,02:08:37,02:08:48,02:08:50,,,,,,,,02:08:45
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,21,4,2014,9:32:00,42.3602534,-71.058291,99497199999,MA US; BOSTON,1.3,11.0,-3.0,3.1,1.3,37.4,0,,-4,216,9.1,12.1,7.8,02:15:25,02:20:43,02:19:59,02:20:35,02:20:41,,,,,,,,02:20:25
Gold Marathon,Marathon,Men,Chicago,US,12,10,2014,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,8.0,3.0,3.6,1.5,70.7,5,,-5,94,6.7,11.5,6.5,02:02:57,02:03:45,02:04:11,02:04:28,02:04:32,,,,,,,,02:04:24
Gold Marathon,Marathon,Women,Chicago,US,12,10,2014,7:30:00,41.8755616,-87.624421,99849999999,IL US; NORTHERLY ISLAND,2.5,8.0,3.0,3.6,1.5,70.7,5,,-5,94,6.7,11.5,6.5,02:15:25,02:17:18,02:25:37,02:25:57,02:27:02,,,,,,,,02:26:12
Gold Marathon,Marathon,Men,Fukuoka,Japan,7,12,2014,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,7.5,0.5,2.1,0.9,61.1,3,30,9,0,5.9,10.7,4.6,02:02:57,02:05:18,02:08:22,02:08:48,02:08:50,,,,,,,,02:08:40
Common Wealth,Marathon,Men,Glasgow, Scotland,27,7,2014,8:30:00,55.8609825,-4.2488787,3140099999,UK; GLASGOW,11.6,15.0,13.0,5.1,2.1,87.9,8,10,1,196,14.9,18.3,14.9,02:03:23,02:09:12,02:11:15,02:11:58,02:12:23,02:12:26,02:12:41,02:13:44,02:13:49,02:14:09,02:14:15,02:15:16,02:11:52
Common Wealth,Marathon,Women,Glasgow, Scotland,27,7,2014,8:30:00,55.8609825,-4.2488787,3140099999,UK; GLASGOW,11.6,15.0,13.0,5.1,2.1,87.9,8,10,1,196,14.9,18.3,14.9,02:17:42,02:25:28,02:26:45,02:27:10,02:30:12,02:31:14,02:32:02,02:32:18,02:32:59,02:35:01,02:35:06,02:35:21,02:28:02
Gold Marathon,Marathon,Men,Lake Biwa,Japan,2,3,2014,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,7.9,3.2,4.1,1.7,72.2,5,15,9,0,6.6,11.4,5.8,02:03:23,02:06:13,02:09:10,02:09:47,02:09:54,,,,,,,,02:09:37
Gold Marathon,Marathon,Men,LONDON,UK,13,4,2014,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,12.7,2.1,0.0,0.0,48.5,2,0,1,0,11.3,13.9,7.8,02:03:23,02:04:40,02:04:29,02:04:55,02:06:30,,,,,,,,02:05:18
Gold Marathon,Marathon,Women,LONDON,UK,13,4,2014,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,12.7,2.1,0.0,0.0,48.5,2,0,1,0,11.3,13.9,7.8,02:15:25,02:15:25,02:20:21,02:20:24,02:20:35,,,,,,,,02:20:27
Gold Marathon,Marathon,Men,New York,US,2,11,2014,9:30:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,7.0,-2.0,8.3,3.4,52.7,3,,-4,538,5.1,10,6.5,02:02:57,02:05:05,02:10:59,02:11:06,02:12:13,,,,,,,,02:11:26
Gold Marathon,Marathon,Women,New York,US,2,11,2014,9:30:00,40.7127281,-74.006015,99727199999,NY US; THE BATTERY,1.5,7.0,-2.0,8.3,3.4,52.7,3,,-4,538,5.1,10,6.5,02:15:25,02:22:31,02:25:07,02:25:10,02:26:00,,,,,,,,02:25:26
Gold Marathon,Marathon,Men,PARIS,FRANCE,6,4,2014,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,17.6,12.1,3.6,1.5,70.2,5,0,2,32,17.2,19.5,15.1,02:03:23,02:05:11,02:05:04,02:06:48,02:07:59,,,,,,,,02:06:37
Gold Marathon,Marathon,Women,PARIS,FRANCE,6,4,2014,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,17.6,12.1,3.6,1.5,70.2,5,0,2,32,17.2,19.5,15.1,02:15:25,02:21:05,02:22:41,02:26:19,02:29:34,,,,,,,,02:26:11
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,13,4,2014,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,12.0,5.8,5.0,2.1,65.8,4,0,2,164,11,14.4,10.3,02:03:23,02:04:26,02:05:00,02:06:07,02:07:57,,,,,,,,02:06:21
Gold Marathon,Marathon,Women,Rotterdam,Netherlands,13,4,2014,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,12.0,5.8,5.0,2.1,65.8,4,0,2,164,11,14.4,10.3,02:15:25,02:18:58,02:27:50,02:30:23,02:31:00,,,,,,,,02:29:44
Gold Marathon,Marathon,Men,Seoul,South Korea,16,3,2014,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,15.8,7.2,3.1,1.3,56.6,3,60,9,0,14.9,16.9,12.1,02:03:23,02:05:37,02:06:17,02:06:24,02:06:44,,,,,,,,02:06:28
Gold Marathon,Marathon,Women,Seoul,South Korea,16,3,2014,8:00:00,37.5666791,126.978291,47108099999,KS; SEOUL CITY,1.0,15.8,7.2,3.1,1.3,56.6,3,60,9,0,14.9,16.9,12.1,02:15:25,02:19:51,02:27:29,02:27:45,02:28:27,,,,,,,,02:27:54
Gold Marathon,Marathon,Men,Shanghai ,China,2,11,2014,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,19.0,3.0,7.0,2.9,34.5,0,0,8,0,17.9,17.7,12.9,02:02:57,02:09:01,02:08:43,02:08:47,02:08:56,,,,,,,,02:08:49
Gold Marathon,Marathon,Women,Shanghai ,China,2,11,2014,7:30:00,31.2252985,121.489049,58367099999,CH; HONGQIAO INTERNATIONAL,14.8,19.0,3.0,7.0,2.9,34.5,0,0,8,0,17.9,17.7,12.9,02:15:25,02:23:07,02:21:52,02:25:22,02:29:03,,,,,,,,02:25:26
Gold Marathon,Marathon,Men,Sydney,Australia,21,9,2014,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,17.1,7.2,0.0,0.0,52.1,2,0,10,809,16.2,17.6,26,02:03:23,02:11:52,02:11:18,02:11:48,02:12:08,,,,,,,,02:11:45
Gold Marathon,Marathon,Women,Sydney,Australia,21,9,2014,7:00:00,-33.854815,151.216453,94768099999,AS; SYDNEY OBSERVATORY HILL,1.6,17.1,7.2,0.0,0.0,52.1,2,0,10,809,16.2,17.6,26,02:15:25,02:32:42,02:29:42,02:32:08,02:33:19,,,,,,,,02:31:43
Gold Marathon,Marathon,Men,TOKYO,JAPAN,23,2,2014,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.8,-2.8,3.1,1.3,47.0,2,0,9,0,5.9,10.3,4.1,02:03:23,02:06:33,02:05:42,02:05:57,02:06:30,,,,,,,,02:06:03
Gold Marathon,Marathon,Women,TOKYO,JAPAN,23,2,2014,9:00:00,35.6828387,139.759454,47662099999,JA; TOKYO,0.7,7.8,-2.8,3.1,1.3,47.0,2,0,9,0,5.9,10.3,4.1,02:15:25,02:25:28,02:22:23,02:22:30,02:24:16,,,,,,,,02:23:03
Gold Marathon,Marathon,Men,Valencia,Spain,16,11,2014,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,15.0,7.0,2.6,1.1,58.8,3,0,2,0,14.1,16.4,11.5,02:02:57,02:07:14,02:08:39,02:09:10,02:09:22,,,,,,,,02:09:04
Gold Marathon,Marathon,Women,Valencia,Spain,16,11,2014,8:30:00,39.4697065,-0.3763353,8284099999,SP; VALENCIA,9.3,15.0,7.0,2.6,1.1,58.8,3,0,2,0,14.1,16.4,11.5,02:15:25,02:27:01,02:30:54,02:31:20,02:31:35,,,,,,,,02:31:16
Gold Marathon,Marathon,Men,VIENNA,AUSTRIA,13,4,2014,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,12.9,6.4,5.0,2.1,64.7,4,0,2,0,11.9,15,10.1,02:03:23,02:06:58,02:05:41,02:08:28,02:08:58,,,,,,,,02:07:42
Gold Marathon,Marathon,Women,VIENNA,AUSTRIA,13,4,2014,9:00:00,48.2083537,16.3725042,11034099999,AU; WIEN INNERE STADT,1.0,12.9,6.4,5.0,2.1,64.7,4,0,2,0,11.9,15,10.1,02:15:25,02:23:47,02:28:59,02:29:18,02:31:10,,,,,,,,02:29:49
Gold Marathon,Marathon,Men,Xiamen,China,2,1,2014,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,20.0,10.0,2.0,0.8,52.6,2,30,8,67,19.4,20.1,16,02:03:23,02:07:32,02:08:06,02:09:28,02:09:35,,,,,,,,02:09:03
Gold Marathon,Marathon,Women,Xiamen,China,2,1,2014,7:30:00,24.4758496,118.074683,59134099999,CH; GAOQI,9.3,20.0,10.0,2.0,0.8,52.6,2,30,8,67,19.4,20.1,16,02:15:25,02:22:38,02:21:36,02:26:36,02:33:51,,,,,,,,02:27:21
Gold Marathon,Marathon,Men,AMSTERDAM,NETHERLANDS,18,10,2015,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,9.0,8.0,2.1,0.9,93.5,8,5,2,0,8.4,13.3,8,02:02:57,02:05:35,02:06:19,02:07:18,,,,,,,,,02:06:48
Gold Marathon,Marathon,Women,AMSTERDAM,NETHERLANDS,18,10,2015,9:30:00,52.3745403,4.8979755,6240099999,NL; SCHIPHOL,11.7,9.0,8.0,2.1,0.9,93.5,8,5,2,0,8.4,13.3,8,02:15:25,02:21:08,02:24:11,02:24:36,02:29:05,,,,,,,,02:25:57
World Championships,Marathon,Men,BEIJING ,CHINA,22,8,2015,7:35:00,39.906217,116.391275,54511099999,CH; BEIJING CAPITAL INTERNATIONAL AIRPORT,25.4,30.0,18.0,4.0,1.7,48.7,2,5,8,880,30.8,29.1,28.4,02:02:57,02:06:54,02:12:28,02:13:08,02:13:30,02:14:23,02:14:35,02:14:43,02:14:54,02:14:54,02:15:07,02:15:16,02:13:02
World Championships,Marathon,Women,BEIJING ,CHINA,30,8,2015,7:30:00,39.906217,116.391275,54511099999,CH; BEIJING CAPITAL INTERNATIONAL AIRPORT,25.4,23.0,18.0,2.0,0.8,73.5,6,0,8,621,23.3,25.1,24.8,02:17:42,02:20:57,02:27:35,02:27:36,02:27:39,02:27:42,02:28:18,02:29:12,02:29:48,02:30:54,02:30:59,02:31:06,02:27:37
Gold Marathon,Marathon,Men,Berlin,Germany,27,9,2015,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,14.0,9.0,3.1,1.3,71.9,5,10,2,57,13.3,16.4,12,02:02:57,02:02:57,02:04:00,02:05:21,02:06:57,,,,,,,,02:05:26
Gold Marathon,Marathon,Women,Berlin,Germany,27,9,2015,9:00:00,52.5170365,13.3888599,10382099999,GM; TEGEL,8.3,14.0,9.0,3.1,1.3,71.9,5,10,2,57,13.3,16.4,12,02:15:25,02:19:12,02:19:25,02:20:48,02:24:33,,,,,,,,02:21:35
Gold Marathon,Marathon,Men,BOSTON,Massachusetts,20,4,2015,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,5.0,4.0,4.1,1.7,93.2,5,1,-4,274,4,10,5.9,02:02:57,02:03:02,02:09:17,02:09:48,02:10:22,,,,,,,,02:09:49
Gold Marathon,Marathon,Women,BOSTON,Massachusetts,20,4,2015,9:00:00,42.3602534,-71.058291,72509014739,MA US; BOSTON,4.0,5.0,4.0,4.1,1.7,93.2,5,1,-4,274,4,10,5.9,02:15:25,02:19:59,02:24:55,02:24:59,02:25:09,,,,,,,,02:25:01
Gold Marathon,Marathon,Men,Chicago,US,11,10,2015,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,12.8,6.1,3.1,1.3,63.7,5,23,-5,99,11.8,14.9,10.5,02:02:57,02:03:45,02:09:25,02:09:50,02:10:06,,,,,,,,02:09:47
Gold Marathon,Marathon,Women,Chicago,US,11,10,2015,7:30:00,41.8755616,-87.624421,72534014819,IL US; CHICAGO MIDWAY AIRPORT,14.5,12.8,6.1,3.1,1.3,63.7,5,23,-5,99,11.8,14.9,10.5,02:15:25,02:17:18,02:23:33,02:23:43,02:24:24,,,,,,,,02:23:53
Gold Marathon,Marathon,Men,Fukuoka,Japan,6,12,2015,8:30:00,33.6251241,130.618001,47809099999,JA; IIZUKA,8.1,11.4,7.3,0.5,0.2,75.9,6,30,9,0,10.6,14.4,8.8,02:02:57,02:05:18,02:08:18,02:08:31,02:08:56,,,,,,,,02:08:35
Gold Marathon,Marathon,Men,Lake Biwa,Japan,1,3,2015,9:15:00,35.2494357,136.083457,47761099999,JA; HIKONE,15.6,6.3,4.1,4.6,1.9,85.8,8,15,9,0,5.2,10.7,5.1,02:02:57,02:06:13,02:09:08,02:11:10,02:11:18,,,,,,,,02:10:32
Gold Marathon,Marathon,Men,LONDON,UK,26,4,2015,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,8.0,7.0,3.1,1.3,93.4,9,,1,0,7.3,12.4,7.1,02:02:57,02:04:29,02:04:42,02:04:47,02:05:50,,,,,,,,02:05:06
Gold Marathon,Marathon,Women,LONDON,UK,26,4,2015,10:00:00,51.5073219,-0.1276474,3770099999,UK; ST JAMES PARK,1.1,8.0,7.0,3.1,1.3,93.4,9,,1,0,7.3,12.4,7.1,02:15:25,02:15:25,02:23:22,02:23:40,02:23:41,,,,,,,,02:23:34
Gold Marathon,Marathon,Men,New York,US,1,11,2015,9:50:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,12.8,6.7,0.0,0.0,66.4,9,1,-4,0,11.9,15.1,9.3,02:02:57,02:05:05,02:10:34,02:10:48,02:12:10,,,,,,,,02:11:11
Gold Marathon,Marathon,Women,New York,US,1,11,2015,9:50:00,40.7127281,-74.006015,72505394728,NY US; NY CITY CENTRAL PARK,8.0,12.8,6.7,0.0,0.0,66.4,9,1,-4,0,11.9,15.1,9.3,02:15:25,02:22:31,02:24:25,02:25:32,02:25:50,,,,,,,,02:25:16
Gold Marathon,Marathon,Men,PARIS,FRANCE,12,4,2015,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,7.0,7.0,1.0,0.4,100.0,10,,2,0,6.4,11.8,6.1,02:02:57,02:05:04,02:05:49,02:07:18,02:07:31,,,,,,,,02:06:53
Gold Marathon,Marathon,Women,PARIS,FRANCE,12,4,2015,9:00:00,48.8566969,2.3514616,7156099999,FR; PARIS MONTSOURIS,4.6,7.0,7.0,1.0,0.4,100.0,10,,2,0,6.4,11.8,6.1,02:15:25,02:21:05,02:23:26,02:23:29,02:24:42,,,,,,,,02:23:52
Gold Marathon,Marathon,Men,Rotterdam,Netherlands,12,4,2015,10:00:00,51.9228958,4.4631727,6344099999,NL; ROTTERDAM,4.2,10.0,5.0,5.3,2.2,71.1,5,,2,292,8.9,13,9.4,02:02:57,02:04:26,02:06:47,02:07:21,02:08:02,,,,,,,,02:07:23
